Country,GDP,rank
Greenland,18768.83,na
Guatemala,1093.96,na
Guam,,na
Guyana,501.44,na
High income,20744.94,na
"Hong Kong SAR, China",17976.47,na
Honduras,924.96,na
Heavily indebted poor countries (HIPC),352.63,na
Croatia,,na
Haiti,313.24,na
Hungary,3735.11,22
IBRD only,1051.55,na
IDA & IBRD total,921.9,na
IDA total,414.78,na
IDA blend,505.41,na
Indonesia,678.98,210
IDA only,370.88,na
Isle of Man,,na
India,317.56,74
Not classified,,na
Ireland,15714.38,198
"Iran, Islamic Rep.",,na
Iraq,30.11,na
Iceland,27124.27,198
Israel,,52
Italy,23243.47,88
Jamaica,1452.19,na
Jordan,1373.41,na
Japan,31992.79,11
Kazakhstan,1515.74,130
Kenya,332.95,na
Kyrgyz Republic,513.04,na
Cambodia,,na
Kiribati,612.78,na
St. Kitts and Nevis,5920.22,na
South Korea,8126.66,na
Kuwait,12253.58,na
Lao PDR,247.27,na
Lebanon,1560.2,na
Liberia,,na
Libya,7623.93,na
St. Lucia,4603.7,na
Latin America & Caribbean,2972.16,na
Sri Lanka,550.54,na
Lesotho,447.15,na
Late-demographic dividend,1131.27,na
Lithuania,,210
Latvia,,74
"Macao SAR, China",13197.53,na
St. Martin (French part),,na
Morocco,1317.33,198
Moldova,,na
Madagascar,294.29,na
Maldives,1191.27,na
Middle East & North Africa,2318.72,na
Mexico,4272.79,198
Marshall Islands,1896.55,na
Middle income,918.53,na
North Macedonia,1207.54,na
Mali,304.03,na
Malta,8220.25,na
Myanmar,58.48,na
Middle East & North Africa (excluding high income),1242.6,na
Montenegro,,na
Mongolia,589.14,171
Northern Mariana Islands,,na
Mozambique,202.56,na
Mauritania,1007.81,na
Mauritius,2973.21,na
Malawi,258.9,na
Malaysia,3193.64,na
North America,24974.72,na
Namibia,2346.28,na
New Caledonia,16261.96,na
Niger,380.15,na
Nigeria,519.64,na
Nicaragua,404.95,na
Netherlands,23904.04,40
Norway,30523.99,66
Nepal,164.29,na
Nauru,,na
New Zealand,11793.14,142
OECD members,19066.53,na
Oman,6272.47,na
Other small states,3294.91,na
Pakistan,399.47,na
Panama,3148.45,na
Peru,1560.55,na
Philippines,936.15,113
Palau,,na
Papua New Guinea,1058.34,na
Poland,2459.02,58
Pre-demographic dividend,387.47,na
Puerto Rico,9659.34,na
"Korea, Dem. People's Rep.",,na
Portugal,10810.57,130
Paraguay,1673.45,na
West Bank and Gaza,,na
Pacific island small states,1504.82,na
Post-demographic dividend,21345.55,na
French Polynesia,16909.98,na
Qatar,16223.78,na
Romania,1102.1,6
Russia,3098.8,22
Rwanda,264.98,na
Saudi Arabia,7932.71,na
Sudan,263.0,na
Senegal,974.33,na
Singapore,16136.24,74
Solomon Islands,782.27,na
Sierra Leone,158.08,na
El Salvador,1047.04,na
San Marino,,na
Somalia,,na
Serbia,,na
Sub-Saharan Africa (excluding high income),663.03,na
South Sudan,,na
Sub-Saharan Africa,663.8,na
Small states,3066.89,na
Sao Tome and Principe,,na
Suriname,964.43,na
Slovak Republic,2920.92,na
Slovenia,,na
Sweden,32800.98,33
Eswatini,1388.68,na
Sint Maarten (Dutch part),,na
Seychelles,6520.49,na
Syrian Arab Republic,2516.44,na
Turks and Caicos Islands,,na
Chad,298.57,na
Togo,412.29,na
Thailand,1957.41,52
Tajikistan,337.55,na
Turkmenistan,815.0,na
Timor-Leste,,na
Tonga,1380.88,na
Trinidad and Tobago,4231.46,253
Tunisia,1760.48,14
Turkiye,2825.92,na
Tuvalu,1029.22,na
Tanzania,171.61,na
Uganda,151.98,na
Ukraine,1417.17,27
Upper middle income,1313.98,na
Uruguay,4083.46,na
United States of America,25418.99,9
Uzbekistan,603.35,na
St. Vincent and the Grenadines,2454.96,na
"Venezuela, RB",2918.61,na
British Virgin Islands,,na
Virgin Islands (U.S.),,na
Viet Nam,141.38,na
Vanuatu,1318.53,na
Samoa,779.17,na
Kosovo,,na
"Yemen, Rep.",1244.26,na
South Africa,3519.0,253
Zambia,394.08,na
Zimbabwe,634.45,na
