Country,GDP,rank
Equatorial Guinea,229.55,na
Greece,10188.37,117
Grenada,3014.87,na
Greenland,18315.32,na
Guatemala,1011.76,na
Guam,,na
Guyana,468.4,na
High income,19443.68,na
"Hong Kong SAR, China",15465.92,na
Honduras,894.51,na
Heavily indebted poor countries (HIPC),486.62,na
Croatia,,na
Haiti,491.58,na
Hungary,3350.26,1
IBRD only,1005.62,na
IDA & IBRD total,897.13,na
IDA total,470.3,na
IDA blend,537.47,na
Indonesia,629.16,226
IDA only,439.82,na
Isle of Man,,na
India,303.85,34
Not classified,,na
Ireland,14087.21,194
"Iran, Islamic Rep.",,na
Iraq,22.85,na
Iceland,26802.99,117
Israel,,61
Italy,21956.53,117
Jamaica,1702.5,na
Jordan,1184.95,na
Japan,29428.43,21
Kazakhstan,1514.92,na
Kenya,340.81,na
Kyrgyz Republic,575.64,na
Cambodia,,na
Kiribati,620.23,na
St. Kitts and Nevis,5439.81,na
South Korea,7636.95,na
Kuwait,8219.48,na
Lao PDR,231.7,na
Lebanon,1279.18,na
Liberia,,na
Libya,7368.03,na
St. Lucia,4253.91,na
Latin America & Caribbean,2789.41,na
Sri Lanka,516.77,na
Lesotho,384.98,na
Late-demographic dividend,1105.56,na
Lithuania,,na
Latvia,,na
"Macao SAR, China",10390.05,na
St. Martin (French part),,na
Morocco,1282.58,72
Moldova,,na
Madagascar,265.79,na
Maldives,1052.75,na
Middle East & North Africa,2171.11,na
Mexico,3756.85,117
Marshall Islands,1753.49,na
Middle income,887.77,na
North Macedonia,2424.91,na
Mali,298.57,na
Malta,7558.28,na
Myanmar,50.88,na
Middle East & North Africa (excluding high income),1147.39,na
Montenegro,,na
Mongolia,1081.33,226
Northern Mariana Islands,,na
Mozambique,284.26,na
Mauritania,1032.61,na
Mauritius,2669.33,na
Malawi,326.17,na
Malaysia,2727.53,na
North America,24094.04,na
Namibia,2117.01,na
New Caledonia,15133.16,na
Niger,380.54,na
Nigeria,609.37,na
Nicaragua,344.05,na
Netherlands,21732.23,126
Norway,28596.93,72
Nepal,194.8,na
Nauru,,na
New Zealand,12230.07,117
OECD members,17895.22,na
Oman,5984.36,na
Other small states,3075.14,na
Pakistan,382.75,na
Panama,2827.56,na
Peru,1520.68,na
Philippines,821.45,108
Palau,,na
Papua New Guinea,948.99,na
Poland,2235.54,21
Pre-demographic dividend,518.43,na
Puerto Rico,9064.02,na
"Korea, Dem. People's Rep.",,na
Portugal,8958.99,202
Paraguay,1675.71,na
West Bank and Gaza,,na
Pacific island small states,1389.07,na
Post-demographic dividend,20021.73,na
French Polynesia,15828.15,na
Qatar,15079.36,na
Romania,1254.31,1
Russia,3490.45,1
Rwanda,255.37,na
Saudi Arabia,7939.3,na
Sudan,1678.09,na
Senegal,935.64,na
Singapore,14502.38,58
Solomon Islands,681.36,na
Sierra Leone,178.18,na
El Salvador,961.78,na
San Marino,,na
Somalia,,na
Serbia,,na
Sub-Saharan Africa (excluding high income),756.51,na
South Sudan,,na
Sub-Saharan Africa,757.16,na
Small states,2926.62,na
Sao Tome and Principe,,na
Suriname,1077.21,na
Slovak Republic,2691.2,na
Slovenia,,na
Sweden,31822.8,21
Eswatini,1299.45,na
Sint Maarten (Dutch part),,na
Seychelles,5654.64,na
Syrian Arab Republic,2171.46,na
Turks and Caicos Islands,,na
Chad,310.66,na
Togo,401.56,na
Thailand,1751.07,34
Tajikistan,456.52,na
Turkmenistan,771.89,na
Timor-Leste,,na
Tonga,1335.23,na
Trinidad and Tobago,4159.07,156
Tunisia,1516.29,87
Turkiye,2730.14,na
Tuvalu,1001.23,na
Tanzania,189.59,na
Uganda,182.79,na
Ukraine,1474.34,na
Upper middle income,1258.58,na
Uruguay,3574.11,na
United States of America,24342.26,18
Uzbekistan,652.81,na
St. Vincent and the Grenadines,2259.53,na
"Venezuela, RB",2642.78,na
British Virgin Islands,,na
Virgin Islands (U.S.),,na
Viet Nam,140.63,na
Vanuatu,1301.63,na
Samoa,744.5,na
Kosovo,,na
"Yemen, Rep.",1055.38,na
South Africa,3304.83,na
Zambia,428.5,na
Zimbabwe,832.69,na
