Country,GDP,rank
Uruguay,4130.1,295
United States of America,41724.63,7
Uzbekistan,465.12,124
St. Vincent and the Grenadines,4883.31,na
"Venezuela, RB",4287.63,na
British Virgin Islands,,na
Virgin Islands (U.S.),35006.36,na
Viet Nam,551.9,na
Vanuatu,1718.26,na
Samoa,2168.03,na
Kosovo,,na
"Yemen, Rep.",668.85,na
South Africa,5268.28,93
Zambia,556.05,na
Zimbabwe,477.4,na
