Country,GDP,rank
Kuwait,9097.13,121
Lao PDR,461.71,na
Lebanon,,na
Liberia,,na
Libya,,na
St. Lucia,2522.07,na
Latin America & Caribbean,,na
Sri Lanka,392.52,na
Lesotho,192.11,na
Late-demographic dividend,897.7,na
Lithuania,,na
Latvia,,na
"Macao SAR, China",5115.7,na
St. Martin (French part),,na
Morocco,846.91,40
Moldova,,na
Madagascar,410.64,na
Maldives,719.39,na
Middle East & North Africa,2985.11,na
Mexico,1765.26,na
Marshall Islands,1381.52,na
Middle income,788.17,na
North Macedonia,,na
Mali,222.23,na
Malta,4194.65,na
Myanmar,42.13,na
Middle East & North Africa (excluding high income),2208.92,na
Montenegro,,na
Mongolia,1470.21,133
Northern Mariana Islands,,na
Mozambique,,na
Mauritania,659.97,na
Mauritius,1422.56,na
Malawi,217.78,na
Malaysia,1782.54,na
North America,18625.56,na
Namibia,1603.78,na
New Caledonia,7634.71,na
Niger,257.02,na
Nigeria,638.73,na
Nicaragua,,na
Netherlands,13783.85,na
Norway,18883.23,45
Nepal,158.93,na
Nauru,,na
New Zealand,9427.55,na
OECD members,11466.21,na
Oman,5074.08,na
Other small states,2026.34,na
Pakistan,317.03,na
Panama,3025.35,na
Peru,1077.64,na
Philippines,605.73,na
Palau,,na
Papua New Guinea,751.65,na
Poland,,66
Pre-demographic dividend,567.26,na
Puerto Rico,6455.18,na
"Korea, Dem. People's Rep.",,na
Portugal,3861.95,na
Paraguay,1024.19,na
West Bank and Gaza,,na
Pacific island small states,1230.88,na
Post-demographic dividend,12785.72,na
French Polynesia,11509.23,na
Qatar,13216.46,na
Romania,,7
Russia,,1
Rwanda,299.29,na
Saudi Arabia,6449.59,na
Sudan,408.47,na
Senegal,803.48,na
Singapore,6799.93,na
Solomon Islands,515.2,na
Sierra Leone,127.55,na
El Salvador,758.77,na
San Marino,,na
Somalia,134.66,na
Serbia,,na
Sub-Saharan Africa (excluding high income),565.12,na
South Sudan,,na
Sub-Saharan Africa,565.51,na
Small states,2086.62,na
Sao Tome and Principe,,na
Suriname,2270.8,na
Slovak Republic,,na
Slovenia,,na
Sweden,17981.02,66
Eswatini,615.13,na
Sint Maarten (Dutch part),,na
Seychelles,3368.47,na
Syrian Arab Republic,2334.21,na
Turks and Caicos Islands,,na
Chad,208.64,na
Togo,308.46,na
Thailand,836.15,na
Tajikistan,,na
Turkmenistan,,na
Timor-Leste,,na
Tonga,702.49,na
Trinidad and Tobago,3941.6,na
Tunisia,1174.88,69
Turkiye,1506.71,na
Tuvalu,,na
Tanzania,,na
Uganda,253.33,na
Ukraine,,na
Upper middle income,954.96,na
Uruguay,1933.48,na
United States of America,19071.23,4
Uzbekistan,,na
St. Vincent and the Grenadines,1444.02,na
"Venezuela, RB",3388.2,na
British Virgin Islands,,na
Virgin Islands (U.S.),,na
Viet Nam,430.19,na
Vanuatu,926.81,na
Samoa,606.79,na
Kosovo,,na
"Yemen, Rep.",,na
South Africa,2103.19,na
Zambia,241.55,na
Zimbabwe,692.14,na
