Country,GDP,rank
"Iran, Islamic Rep.",5602.56,na
Iraq,3686.4,na
Iceland,41301.27,393
Israel,28317.04,181
Italy,37226.76,37
Jamaica,4452.12,na
Jordan,3618.89,na
Japan,41309.0,1
Kazakhstan,7165.22,83
Kenya,1049.12,na
Kyrgyz Republic,871.22,na
Cambodia,734.82,416
Kiribati,1249.3,na
St. Kitts and Nevis,16374.26,na
South Korea,19143.85,na
Kuwait,37906.21,511
Lao PDR,936.79,na
Lebanon,7149.79,na
Liberia,452.75,na
Libya,9560.8,na
St. Lucia,8259.32,na
Latin America & Caribbean,7478.72,na
Sri Lanka,2053.77,168
Lesotho,866.48,na
Late-demographic dividend,5193.55,na
Lithuania,11820.78,101
Latvia,12331.93,168
"Macao SAR, China",39754.98,na
St. Martin (French part),,na
Morocco,3118.14,354
Moldova,1898.44,na
Madagascar,455.41,na
Maldives,6719.33,na
Middle East & North Africa,6567.66,na
Mexico,8495.65,233
Marshall Islands,2810.53,na
Middle income,3156.76,na
North Macedonia,4584.71,54
Mali,680.65,na
Malta,21083.28,na
Myanmar,752.94,na
Middle East & North Africa (excluding high income),4094.74,na
Montenegro,6727.11,283
Mongolia,1718.91,181
Northern Mariana Islands,13933.68,na
Mozambique,546.6,na
Mauritania,1418.94,482
Mauritius,7318.13,na
Malawi,630.11,na
Malaysia,7167.88,83
North America,46581.28,na
Namibia,4322.63,na
New Caledonia,35391.09,na
Niger,458.42,na
Nigeria,1883.89,429
Nicaragua,1438.1,na
Netherlands,52722.21,130
Norway,80347.57,198
Nepal,475.64,na
Nauru,,na
New Zealand,28209.36,233
OECD members,33671.86,na
Oman,17937.98,na
Other small states,10656.22,na
Pakistan,985.35,264
Panama,7618.44,296
Peru,4164.97,83
Philippines,1893.28,249
Palau,9960.84,na
Papua New Guinea,1578.97,na
Poland,11525.9,62
Pre-demographic dividend,1258.84,na
Puerto Rico,25768.73,296
"Korea, Dem. People's Rep.",,na
Portugal,23151.22,62
Paraguay,3920.19,429
West Bank and Gaza,2191.78,na
Pacific island small states,2649.81,na
Post-demographic dividend,38244.94,na
French Polynesia,23326.09,na
Qatar,60733.98,na
Romania,8548.05,27
Russia,8562.82,4
Rwanda,565.02,na
Saudi Arabia,15064.63,na
Sudan,1382.62,na
Senegal,1323.97,na
Singapore,38926.81,117
Solomon Islands,1526.16,na
Sierra Leone,386.43,na
El Salvador,2889.69,416
San Marino,66200.67,na
Somalia,,na
Serbia,6169.11,27
Sub-Saharan Africa (excluding high income),1438.21,na
South Sudan,1325.28,na
Sub-Saharan Africa,1439.06,na
Small states,9731.6,na
Sao Tome and Principe,1126.54,na
Suriname,7176.86,na
Slovak Republic,16597.21,na
Slovenia,24792.13,264
Sweden,46946.96,220
Eswatini,3270.14,na
Sint Maarten (Dutch part),,na
Seychelles,9748.96,na
Syrian Arab Republic,10288.15,na
Turks and Caicos Islands,24602.91,na
Chad,808.16,na
Togo,737.95,na
Thailand,4154.19,14
Tajikistan,666.72,130
Turkmenistan,3901.67,130
Timor-Leste,682.22,na
Tonga,2915.49,na
Trinidad and Tobago,13682.76,314
Tunisia,4029.46,264
Turkiye,9013.0,na
Tuvalu,2697.63,na
Tanzania,688.71,na
Uganda,799.93,na
Ukraine,2639.38,14
Upper middle income,4928.56,na
Uruguay,9780.74,376
United States of America,47194.94,14
Uzbekistan,1213.27,130
St. Vincent and the Grenadines,6503.1,na
"Venezuela, RB",11641.8,na
British Virgin Islands,,na
Virgin Islands (U.S.),38753.18,na
Viet Nam,1225.85,na
Vanuatu,2472.46,na
Samoa,3250.95,na
Kosovo,2847.56,na
"Yemen, Rep.",1045.81,na
South Africa,6444.19,148
Zambia,1150.94,na
Zimbabwe,762.3,459
