Country,GDP,rank
"Iran, Islamic Rep.",4990.94,na
Iraq,4416.94,na
Iceland,52951.68,283
Israel,36206.52,32
Italy,30242.39,9
Jamaica,5077.55,na
Jordan,4064.25,na
Japan,34960.64,88
Kazakhstan,10510.77,19
Kenya,1496.65,na
Kyrgyz Republic,1121.08,na
Cambodia,1170.74,420
Kiribati,1459.14,na
St. Kitts and Nevis,20025.65,na
South Korea,28737.44,na
Kuwait,29315.2,na
Lao PDR,2125.46,na
Lebanon,7802.75,na
Liberia,699.66,na
Libya,7867.52,na
St. Lucia,10290.37,na
Latin America & Caribbean,8723.14,na
Sri Lanka,3990.35,322
Lesotho,1113.84,na
Late-demographic dividend,8213.98,na
Lithuania,14263.96,217
Latvia,13786.46,337
"Macao SAR, China",73220.64,na
St. Martin (French part),,na
Morocco,3139.23,322
Moldova,2749.91,na
Madagascar,455.64,na
Maldives,9480.43,na
Middle East & North Africa,7217.65,na
Mexico,10098.17,37
Marshall Islands,3703.65,na
Middle income,4715.51,na
North Macedonia,4861.56,217
Mali,723.5,na
Malta,24921.71,na
Myanmar,1159.34,na
Middle East & North Africa (excluding high income),3805.68,na
Montenegro,6517.19,183
Mongolia,3919.35,183
Northern Mariana Islands,17665.1,na
Mozambique,603.84,na
Mauritania,1562.73,na
Mauritius,9507.87,na
Malawi,544.28,na
Malaysia,9699.6,183
North America,55452.42,na
Namibia,4965.67,na
New Caledonia,32428.57,na
Niger,481.11,na
Nigeria,2679.55,394
Nicaragua,2025.32,337
Netherlands,45193.4,160
Norway,74809.97,101
Nepal,882.31,na
Nauru,7587.25,na
New Zealand,38630.73,140
OECD members,35666.46,na
Oman,18777.43,na
Other small states,12502.87,na
Pakistan,1421.84,257
Panama,13669.56,465
Peru,6180.12,17
Philippines,2974.3,88
Palau,15761.36,na
Papua New Guinea,2502.07,na
Poland,12560.05,10
Pre-demographic dividend,1563.47,na
Puerto Rico,29763.49,257
"Korea, Dem. People's Rep.",,na
Portugal,19250.11,183
Paraguay,5861.4,183
West Bank and Gaza,3272.15,na
Pacific island small states,3723.88,na
Post-demographic dividend,40636.35,na
French Polynesia,18252.51,na
Qatar,66984.91,na
Romania,8976.95,32
Russia,9313.02,40
Rwanda,733.89,na
Saudi Arabia,20442.37,118
Sudan,2226.41,na
Senegal,1238.13,na
Singapore,55645.61,19
Solomon Islands,2134.81,na
Sierra Leone,581.29,na
El Salvador,3761.51,431
San Marino,42281.81,na
Somalia,507.48,na
Serbia,5588.98,37
Sub-Saharan Africa (excluding high income),1685.88,na
South Sudan,1071.78,na
Sub-Saharan Africa,1687.1,na
Small states,11588.22,na
Sao Tome and Principe,1292.73,na
Suriname,8907.84,na
Slovak Republic,16390.88,na
Slovenia,20890.17,257
Sweden,51545.48,217
Eswatini,3583.31,na
Sint Maarten (Dutch part),36519.99,na
Seychelles,14894.49,na
Syrian Arab Republic,857.5,na
Turks and Caicos Islands,25783.29,na
Chad,774.41,na
Togo,770.14,na
Thailand,5708.79,19
Tajikistan,970.36,118
Turkmenistan,6208.3,140
Timor-Leste,1322.93,na
Tonga,4117.93,na
Trinidad and Tobago,18508.77,118
Tunisia,3960.92,183
Turkiye,11050.0,na
Tuvalu,3384.38,na
Tanzania,929.8,553
Uganda,864.18,431
Ukraine,2124.66,19
Upper middle income,7683.61,na
Uruguay,16950.75,394
United States of America,56762.73,5
Uzbekistan,2753.97,183
St. Vincent and the Grenadines,7386.75,na
"Venezuela, RB",,na
British Virgin Islands,,na
Virgin Islands (U.S.),34007.35,na
Viet Nam,2595.23,na
Vanuatu,2643.89,na
Samoa,4048.47,na
Kosovo,3520.78,283
"Yemen, Rep.",1488.42,na
South Africa,6204.93,183
Zambia,1307.91,na
Zimbabwe,1410.33,na
