Country,GDP,rank
Latvia,3361.64,111
"Macao SAR, China",15684.78,na
St. Martin (French part),,na
Morocco,1492.38,190
Moldova,440.54,na
Madagascar,285.47,na
Maldives,2209.99,na
Middle East & North Africa,3283.76,na
Mexico,7581.85,89
Marshall Islands,2127.24,na
Middle income,1257.82,na
North Macedonia,1861.9,89
Mali,263.5,na
Malta,10432.33,na
Myanmar,195.55,na
Middle East & North Africa (excluding high income),1888.71,na
Montenegro,1627.07,na
Mongolia,463.85,111
Northern Mariana Islands,,na
Mozambique,333.78,na
Mauritania,660.3,na
Mauritius,3929.08,na
Malawi,225.95,na
Malaysia,4087.56,190
North America,35151.33,na
Namibia,2156.09,na
New Caledonia,16039.17,na
Niger,192.88,na
Nigeria,563.05,na
Nicaragua,996.9,na
Netherlands,26214.5,111
Norway,38178.24,149
Nepal,223.71,na
Nauru,,na
New Zealand,13641.1,287
OECD members,23054.56,na
Oman,8321.39,na
Other small states,4265.74,na
Pakistan,644.46,na
Panama,4099.01,na
Peru,1941.32,230
Philippines,1073.26,230
Palau,7416.48,na
Papua New Guinea,639.28,na
Poland,4501.48,68
Pre-demographic dividend,503.24,na
Puerto Rico,16192.13,394
"Korea, Dem. People's Rep.",,na
Portugal,11526.37,287
Paraguay,1728.34,na
West Bank and Gaza,1476.17,na
Pacific island small states,1687.73,na
Post-demographic dividend,25861.01,na
French Polynesia,14346.19,na
Qatar,27494.77,na
Romania,1659.93,36
Russia,1771.59,1
Rwanda,255.11,na
Saudi Arabia,8795.26,na
Sudan,378.16,na
Senegal,619.64,na
Singapore,23852.84,100
Solomon Islands,976.43,na
Sierra Leone,138.71,na
El Salvador,1977.84,na
San Marino,37473.79,na
Somalia,,na
Serbia,914.79,na
Sub-Saharan Africa (excluding high income),631.07,na
South Sudan,,na
Sub-Saharan Africa,631.98,na
Small states,4306.23,na
Sao Tome and Principe,,na
Suriname,1978.45,na
Slovak Republic,5426.62,na
Slovenia,10201.3,79
Sweden,29624.91,57
Eswatini,1686.66,na
Sint Maarten (Dutch part),,na
Seychelles,8063.66,na
Syrian Arab Republic,4941.85,na
Turks and Caicos Islands,,na
Chad,168.12,na
Togo,297.9,na
Thailand,2004.11,100
Tajikistan,137.18,na
Turkmenistan,635.71,na
Timor-Leste,417.74,na
Tonga,1996.52,na
Trinidad and Tobago,6120.94,230
Tunisia,2170.51,na
Turkiye,4278.26,na
Tuvalu,1564.01,na
Tanzania,399.46,na
Uganda,257.83,na
Ukraine,658.34,15
Upper middle income,1874.5,na
Uruguay,6932.48,260
United States of America,36329.96,5
Uzbekistan,558.23,130
St. Vincent and the Grenadines,3760.08,na
"Venezuela, RB",4795.63,na
British Virgin Islands,,na
Virgin Islands (U.S.),,na
Viet Nam,394.58,na
Vanuatu,1416.2,na
Samoa,1406.77,na
Kosovo,,na
"Yemen, Rep.",519.59,na
South Africa,3241.66,130
Zambia,364.03,na
Zimbabwe,565.28,na
