Country,GDP,rank
Guyana,4011.39,na
High income,40039.59,na
"Hong Kong SAR, China",31515.53,na
Honduras,1713.42,346
Heavily indebted poor countries (HIPC),788.89,na
Croatia,15898.8,159
Haiti,1089.58,na
Hungary,15772.33,4
IBRD only,3930.83,na
IDA & IBRD total,3273.58,na
IDA total,1159.63,na
IDA blend,1492.8,na
Indonesia,2144.39,116
IDA only,993.22,na
Isle of Man,72304.95,na
India,993.5,170
Not classified,,na
Ireland,61353.11,320
"Iran, Islamic Rep.",5623.91,na
Iraq,4504.51,na
Iceland,56943.37,199
Israel,30173.36,12
Italy,40944.91,48
Jamaica,5056.26,na
Jordan,3416.12,na
Japan,39876.3,12
Kazakhstan,8458.02,35
Kenya,916.0,na
Kyrgyz Republic,966.39,na
Cambodia,742.4,368
Kiribati,1356.65,na
St. Kitts and Nevis,16491.89,na
South Korea,21350.43,na
Kuwait,55595.48,479
Lao PDR,887.64,na
Lebanon,5957.7,na
Liberia,456.14,na
Libya,13921.9,na
St. Lucia,8528.68,na
Latin America & Caribbean,8055.57,na
Sri Lanka,2007.03,297
Lesotho,885.66,na
Late-demographic dividend,5409.7,na
Lithuania,14945.0,78
Latvia,16467.14,107
"Macao SAR, China",39745.76,na
St. Martin (French part),,na
Morocco,3180.17,186
Moldova,2110.55,na
Madagascar,522.83,na
Maldives,6743.13,na
Middle East & North Africa,7442.69,na
Mexico,10589.95,127
Marshall Islands,2712.37,na
Middle income,3274.57,na
North Macedonia,4841.25,148
Mali,676.13,na
Malta,22205.36,na
Myanmar,653.87,na
Middle East & North Africa (excluding high income),4287.86,na
Montenegro,7367.75,297
Mongolia,2134.95,57
Northern Mariana Islands,15641.66,na
Mozambique,591.44,na
Mauritania,1610.24,na
Mauritius,8030.05,na
Malawi,557.52,na
Malaysia,8343.3,107
North America,48398.1,na
Namibia,4222.33,na
New Caledonia,37353.74,na
Niger,472.18,na
Nigeria,2227.79,na
Nicaragua,1493.9,na
Netherlands,57879.94,127
Norway,97503.54,12
Nepal,466.69,na
Nauru,,na
New Zealand,31252.96,268
OECD members,36254.16,na
Oman,22974.28,na
Other small states,12728.75,na
Pakistan,1087.51,na
Panama,7197.11,na
Peru,4184.89,12
Philippines,1990.36,238
Palau,10380.27,na
Papua New Guinea,1635.04,na
Poland,13995.78,12
Pre-demographic dividend,1416.3,na
Puerto Rico,24898.33,448
"Korea, Dem. People's Rep.",,na
Portugal,24949.04,238
Paraguay,4360.43,212
West Bank and Gaza,2035.2,na
Pacific island small states,2977.76,na
Post-demographic dividend,40835.86,na
French Polynesia,25437.67,na
Qatar,79811.6,na
Romania,10435.22,64
Russia,11635.28,5
Rwanda,529.57,na
Saudi Arabia,18944.86,407
Sudan,1585.58,na
Senegal,1419.53,na
Singapore,40008.57,127
Solomon Islands,1504.53,na
Sierra Leone,402.55,na
El Salvador,2964.17,346
San Marino,77962.14,na
Somalia,,na
Serbia,7101.04,43
Sub-Saharan Africa (excluding high income),1535.71,na
South Sudan,1653.04,na
Sub-Saharan Africa,1536.73,na
Small states,11591.22,na
Sao Tome and Principe,1080.56,na
Suriname,6616.82,na
Slovak Republic,18753.58,na
Slovenia,27595.6,199
Sweden,56152.55,127
Eswatini,3022.46,na
Sint Maarten (Dutch part),,na
Seychelles,11265.44,na
Syrian Arab Republic,10155.97,na
Turks and Caicos Islands,31459.54,na
Chad,936.49,na
Togo,735.86,na
Thailand,4327.8,8
Tajikistan,704.65,212
Turkmenistan,3778.67,199
Timor-Leste,621.74,na
Tonga,3221.08,na
Trinidad and Tobago,20011.15,212
Tunisia,4200.17,346
Turkiye,10843.5,na
Tuvalu,3103.04,na
Tanzania,671.24,na
Uganda,473.3,na
Ukraine,4066.53,12
Upper middle income,5140.55,na
Uruguay,9328.07,337
United States of America,48570.05,1
Uzbekistan,1082.29,186
St. Vincent and the Grenadines,6641.5,na
"Venezuela, RB",11310.78,na
British Virgin Islands,,na
Virgin Islands (U.S.),39152.38,na
Viet Nam,1158.1,na
Vanuatu,2525.08,na
Samoa,3344.05,na
Kosovo,2965.45,na
"Yemen, Rep.",1153.54,na
South Africa,6251.88,127
Zambia,1393.52,na
Zimbabwe,351.84,na
