Country,GDP,rank
Sint Maarten (Dutch part),27942.88,na
Seychelles,14729.63,na
Syrian Arab Republic,993.74,na
Turks and Caicos Islands,22451.57,na
Chad,980.08,na
Togo,847.39,na
Thailand,6041.13,34
Tajikistan,1038.32,250
Turkmenistan,7049.8,196
Timor-Leste,1201.6,na
Tonga,4208.19,na
Trinidad and Tobago,19927.4,306
Tunisia,4308.34,191
Turkiye,12578.19,na
Tuvalu,3536.9,na
Tanzania,954.66,na
Uganda,819.76,474
Ukraine,4187.74,10
Upper middle income,8078.04,na
Uruguay,18140.89,460
United States of America,53291.13,10
Uzbekistan,2419.72,na
St. Vincent and the Grenadines,7117.55,na
"Venezuela, RB",12433.98,na
British Virgin Islands,,na
Virgin Islands (U.S.),34597.98,na
Viet Nam,2367.5,na
Vanuatu,2877.44,na
Samoa,3989.9,na
Kosovo,3704.56,355
"Yemen, Rep.",1497.75,na
South Africa,7441.23,163
Zambia,1840.32,na
Zimbabwe,1408.37,na
