Country,GDP,rank
Uzbekistan,2051.13,253
St. Vincent and the Grenadines,6566.48,na
"Venezuela, RB",10877.11,na
British Virgin Islands,,na
Virgin Islands (U.S.),38997.14,na
Viet Nam,1953.56,na
Vanuatu,3064.75,na
Samoa,3789.63,na
Kosovo,3540.82,378
"Yemen, Rep.",1284.62,na
South Africa,8737.04,66
Zambia,1644.46,na
Zimbabwe,1082.62,na
