Country,GDP,rank
Rwanda,205.84,na
Saudi Arabia,8174.14,na
Sudan,307.82,na
Senegal,741.76,na
Singapore,26232.87,32
Solomon Islands,1322.53,na
Sierra Leone,216.62,na
El Salvador,1653.63,na
San Marino,,na
Somalia,,na
Serbia,2864.08,na
Sub-Saharan Africa (excluding high income),875.62,na
South Sudan,,na
Sub-Saharan Africa,876.39,na
Small states,3614.41,na
Sao Tome and Principe,,na
Suriname,1940.75,na
Slovak Republic,5196.94,na
Slovenia,10815.11,111
Sweden,32998.97,57
Eswatini,1646.22,na
Sint Maarten (Dutch part),,na
Seychelles,7004.34,na
Syrian Arab Republic,4184.29,na
Turks and Caicos Islands,,na
Chad,223.23,na
Togo,329.62,na
Thailand,3039.89,139
Tajikistan,172.92,na
Turkmenistan,553.06,325
Timor-Leste,,na
Tonga,2216.68,na
Trinidad and Tobago,4385.1,290
Tunisia,2076.99,na
Turkiye,3009.67,na
Tuvalu,1283.45,na
Tanzania,214.64,na
Uganda,284.46,na
Ukraine,872.71,13
Upper middle income,1800.47,na
Uruguay,6358.16,na
United States of America,29967.71,4
Uzbekistan,600.6,na
St. Vincent and the Grenadines,2900.42,na
"Venezuela, RB",3125.24,na
British Virgin Islands,,na
Virgin Islands (U.S.),,na
Viet Nam,329.0,na
Vanuatu,1495.99,na
Samoa,1414.2,na
Kosovo,,na
"Yemen, Rep.",391.0,na
South Africa,3654.93,150
Zambia,404.09,na
Zimbabwe,765.17,na
