Country,GDP,rank
Sint Maarten (Dutch part),,na
Seychelles,7180.67,na
Syrian Arab Republic,3553.75,na
Turks and Caicos Islands,,na
Chad,209.89,na
Togo,305.96,na
Thailand,2848.62,73
Tajikistan,208.17,na
Turkmenistan,587.29,na
Timor-Leste,,na
Tonga,2089.2,na
Trinidad and Tobago,4074.88,278
Tunisia,1940.03,na
Turkiye,2855.04,na
Tuvalu,1150.31,na
Tanzania,176.93,na
Uganda,278.32,na
Ukraine,935.96,15
Upper middle income,1670.96,na
Uruguay,6014.92,na
United States of America,28690.88,36
Uzbekistan,585.93,na
St. Vincent and the Grenadines,2767.77,na
"Venezuela, RB",3500.63,na
British Virgin Islands,,na
Virgin Islands (U.S.),,na
Viet Nam,281.13,na
Vanuatu,1461.41,na
Samoa,1285.67,na
Kosovo,,na
"Yemen, Rep.",794.64,na
South Africa,3904.32,148
Zambia,438.38,na
Zimbabwe,646.83,na
