Country,GDP,rank
Namibia,2231.11,na
New Caledonia,17324.25,na
Niger,243.52,na
Nigeria,1871.76,na
Nicaragua,931.8,na
Netherlands,27885.81,58
Norway,34803.46,226
Nepal,204.88,na
Nauru,,na
New Zealand,14738.45,158
OECD members,21793.48,na
Oman,6139.73,na
Other small states,3646.05,na
Pakistan,427.51,na
Panama,4012.05,na
Peru,2149.7,73
Philippines,1000.01,281
Palau,,na
Papua New Guinea,737.41,na
Poland,4518.11,29
Pre-demographic dividend,745.95,na
Puerto Rico,14304.4,na
"Korea, Dem. People's Rep.",,na
Portugal,12199.21,326
Paraguay,1880.89,340
West Bank and Gaza,1465.05,na
Pacific island small states,1727.13,na
Post-demographic dividend,24442.19,na
French Polynesia,16070.3,na
Qatar,17651.55,na
Romania,1852.55,7
Russia,1834.86,4
Rwanda,251.35,na
Saudi Arabia,7169.37,na
Sudan,366.12,na
Senegal,702.43,na
Singapore,21829.27,38
Solomon Islands,1121.12,na
Sierra Leone,151.1,na
El Salvador,1858.37,na
San Marino,,na
Somalia,,na
Serbia,2571.17,na
Sub-Saharan Africa (excluding high income),882.24,na
South Sudan,,na
Sub-Saharan Africa,883.15,na
Small states,3746.69,na
Sao Tome and Principe,,na
Suriname,2405.74,na
Slovak Republic,5538.62,na
Slovenia,11175.77,183
Sweden,30596.53,134
Eswatini,1568.82,na
Sint Maarten (Dutch part),,na
Seychelles,8209.51,na
Syrian Arab Republic,4542.95,na
Turks and Caicos Islands,,na
Chad,226.33,na
Togo,335.71,na
Thailand,1841.04,145
Tajikistan,214.43,na
Turkmenistan,587.99,na
Timor-Leste,,na
Tonga,1889.67,na
Trinidad and Tobago,4569.65,176
Tunisia,2253.03,na
Turkiye,4433.36,na
Tuvalu,1324.21,na
Tanzania,387.02,na
Uganda,292.17,na
Ukraine,835.24,2
Upper middle income,1801.52,na
Uruguay,7780.68,340
United States of America,32853.68,12
Uzbekistan,623.22,na
St. Vincent and the Grenadines,3272.62,na
"Venezuela, RB",3886.04,na
British Virgin Islands,,na
Virgin Islands (U.S.),,na
Viet Nam,352.78,na
Vanuatu,1432.61,na
Samoa,1493.94,na
Kosovo,,na
"Yemen, Rep.",359.05,na
South Africa,3336.44,58
Zambia,377.46,na
Zimbabwe,554.36,na
