Country,GDP,rank
St. Lucia,4740.3,na
Latin America & Caribbean,3828.92,na
Sri Lanka,650.55,na
Lesotho,459.66,na
Late-demographic dividend,1268.63,na
Lithuania,,176
Latvia,,114
"Macao SAR, China",16233.41,na
St. Martin (French part),,na
Morocco,1348.54,143
Moldova,,na
Madagascar,262.15,na
Maldives,1411.63,na
Middle East & North Africa,2425.9,na
Mexico,6268.72,318
Marshall Islands,2168.36,na
Middle income,1032.09,na
North Macedonia,1795.55,154
Mali,214.36,na
Malta,8000.52,na
Myanmar,104.69,na
Middle East & North Africa (excluding high income),1361.08,na
Montenegro,,na
Mongolia,402.27,74
Northern Mariana Islands,,na
Mozambique,198.36,na
Mauritania,840.05,na
Mauritius,3197.34,na
Malawi,169.75,na
Malaysia,3802.11,na
North America,26931.64,na
Namibia,2352.66,na
New Caledonia,16037.03,na
Niger,204.15,na
Nigeria,762.4,na
Nicaragua,835.24,na
Netherlands,24646.31,95
Norway,29315.81,78
Nepal,186.59,na
Nauru,,na
New Zealand,15280.31,126
OECD members,20332.63,na
Oman,6054.74,na
Other small states,3171.13,na
Pakistan,404.61,na
Panama,3518.95,na
Peru,1871.39,na
Philippines,1081.43,230
Palau,,na
Papua New Guinea,1236.11,na
Poland,2874.83,1
Pre-demographic dividend,395.46,na
Puerto Rico,10876.42,na
"Korea, Dem. People's Rep.",,na
Portugal,9977.32,254
Paraguay,1750.94,na
West Bank and Gaza,1201.58,na
Pacific island small states,1831.89,na
Post-demographic dividend,22751.57,na
French Polynesia,16145.87,na
Qatar,14728.78,na
Romania,1323.03,37
Russia,2662.1,1
Rwanda,111.94,na
Saudi Arabia,7359.45,na
Sudan,459.44,na
Senegal,598.15,na
Singapore,21552.41,67
Solomon Islands,1105.16,na
Sierra Leone,211.34,na
El Salvador,1348.91,na
San Marino,,na
Somalia,,na
Serbia,,na
Sub-Saharan Africa (excluding high income),649.46,na
South Sudan,,na
Sub-Saharan Africa,650.28,na
Small states,3089.77,na
Sao Tome and Principe,,na
Suriname,1419.52,na
Slovak Republic,3771.36,na
Slovenia,,214
Sweden,26083.61,154
Eswatini,1488.14,na
Sint Maarten (Dutch part),,na
Seychelles,6974.87,na
Syrian Arab Republic,3238.39,na
Turks and Caicos Islands,,na
Chad,178.95,na
Togo,240.1,na
Thailand,2502.71,102
Tajikistan,262.24,na
Turkmenistan,619.63,na
Timor-Leste,,na
Tonga,1965.2,na
Trinidad and Tobago,3801.47,193
Tunisia,1709.83,na
Turkiye,2240.61,na
Tuvalu,1138.95,na
Tanzania,156.79,na
Uganda,198.28,na
Ukraine,1012.1,1
Upper middle income,1514.23,na
Uruguay,5478.02,na
United States of America,27694.85,1
Uzbekistan,576.45,na
St. Vincent and the Grenadines,2540.17,na
"Venezuela, RB",2699.46,na
British Virgin Islands,,na
Virgin Islands (U.S.),,na
Viet Nam,224.64,na
Vanuatu,1403.11,na
Samoa,1277.23,na
Kosovo,,na
"Yemen, Rep.",1801.53,na
South Africa,3547.95,95
Zambia,431.52,na
Zimbabwe,634.58,na
