Country,GDP,rank
Heavily indebted poor countries (HIPC),353.71,na
Croatia,5364.01,97
Haiti,743.91,na
Hungary,5276.03,87
IBRD only,1477.64,na
IDA & IBRD total,1262.2,na
IDA total,502.28,na
IDA blend,586.68,na
Indonesia,739.0,108
IDA only,461.16,na
Isle of Man,21716.95,na
India,449.91,17
Not classified,,na
Ireland,28282.41,212
"Iran, Islamic Rep.",1902.95,na
Iraq,1422.83,na
Iceland,28897.44,296
Israel,20909.43,38
Italy,20500.95,140
Jamaica,3502.21,na
Jordan,1738.38,na
Japan,34406.18,38
Kazakhstan,1490.93,21
Kenya,408.36,na
Kyrgyz Republic,308.41,na
Cambodia,322.9,na
Kiribati,697.0,na
St. Kitts and Nevis,9973.55,na
South Korea,11561.21,na
Kuwait,17517.71,398
Lao PDR,320.42,na
Lebanon,4021.18,na
Liberia,303.86,na
Libya,6465.62,na
St. Lucia,5558.07,na
Latin America & Caribbean,4318.04,na
Sri Lanka,832.43,212
Lesotho,412.96,na
Late-demographic dividend,1710.59,na
Lithuania,3525.79,127
Latvia,3578.0,87
"Macao SAR, China",15622.7,na
St. Martin (French part),,na
Morocco,1500.36,148
Moldova,507.4,na
Madagascar,325.46,na
Maldives,3028.05,na
Middle East & North Africa,3202.25,na
Mexico,8009.16,127
Marshall Islands,2257.25,na
Middle income,1252.93,na
North Macedonia,1823.02,140
Mali,299.41,na
Malta,10402.23,na
Myanmar,140.78,na
Middle East & North Africa (excluding high income),1873.01,na
Montenegro,1909.6,na
Mongolia,512.82,73
Northern Mariana Islands,,na
Mozambique,310.1,na
Mauritania,632.21,na
Mauritius,3856.63,na
Malawi,217.24,na
Malaysia,3941.12,243
North America,35831.38,na
Namibia,1916.26,na
New Caledonia,15174.28,na
Niger,203.53,na
Nigeria,583.09,na
Nicaragua,1025.11,na
Netherlands,26896.55,228
Norway,38601.9,54
Nepal,240.71,na
Nauru,,na
New Zealand,13882.86,65
OECD members,22671.48,na
Oman,8191.51,na
Other small states,4168.96,na
Pakistan,610.14,na
Panama,4084.26,na
Peru,1925.98,181
Philippines,991.15,296
Palau,7913.45,na
Papua New Guinea,540.67,na
Poland,4991.24,40
Pre-demographic dividend,467.28,na
Puerto Rico,18123.2,na
"Korea, Dem. People's Rep.",,na
Portugal,11734.76,398
Paraguay,1630.19,398
West Bank and Gaza,1335.55,na
Pacific island small states,1641.99,na
Post-demographic dividend,25489.09,na
French Polynesia,14012.24,na
Qatar,25836.27,na
Romania,1825.19,5
Russia,2100.35,6
Rwanda,239.15,na
Saudi Arabia,8337.32,na
Sudan,471.37,na
Senegal,654.84,na
Singapore,21699.74,53
Solomon Islands,929.87,na
Sierra Leone,221.3,na
El Salvador,2051.16,na
San Marino,39415.16,na
Somalia,,na
Serbia,1727.28,na
Sub-Saharan Africa (excluding high income),589.4,na
South Sudan,,na
Sub-Saharan Africa,590.3,na
Small states,4258.4,na
Sao Tome and Principe,519.3,na
Suriname,1711.71,na
Slovak Republic,5722.17,na
Slovenia,10479.76,277
Sweden,27247.86,164
Eswatini,1481.16,na
Sint Maarten (Dutch part),,na
Seychelles,8153.3,na
Syrian Arab Republic,5187.21,na
Turks and Caicos Islands,18323.87,na
Chad,200.36,na
Togo,288.11,na
Thailand,1889.97,40
Tajikistan,168.64,na
Turkmenistan,762.61,243
Timor-Leste,534.65,na
Tonga,1754.84,na
Trinidad and Tobago,6592.78,181
Tunisia,2207.66,181
Turkiye,3100.46,na
Tuvalu,1451.48,na
Tanzania,394.35,na
Uganda,235.85,na
Ukraine,807.8,7
Upper middle income,1866.67,na
Uruguay,6331.16,327
United States of America,37133.62,1
Uzbekistan,456.71,73
St. Vincent and the Grenadines,4066.07,na
"Venezuela, RB",4940.11,na
British Virgin Islands,,na
Virgin Islands (U.S.),,na
Viet Nam,409.5,na
Vanuatu,1309.05,na
Samoa,1435.35,na
Kosovo,,na
"Yemen, Rep.",514.69,na
South Africa,2867.47,108
Zambia,401.73,na
Zimbabwe,569.0,na
