Country,GDP,rank
Guinea-Bissau,224.16,na
Equatorial Guinea,261.51,na
Greece,10401.98,na
Grenada,3032.23,na
Greenland,16797.36,na
Guatemala,1164.38,na
Guam,,na
Guyana,607.75,na
High income,20752.9,na
"Hong Kong SAR, China",20395.56,na
Honduras,896.28,na
Heavily indebted poor countries (HIPC),353.28,na
Croatia,,176
Haiti,255.69,na
Hungary,3873.99,14
IBRD only,1153.82,na
IDA & IBRD total,1004.43,na
IDA total,426.61,na
IDA blend,524.62,na
Indonesia,824.08,225
IDA only,379.07,na
Isle of Man,,na
India,301.5,52
Not classified,,na
Ireland,14657.06,161
"Iran, Islamic Rep.",1066.74,na
Iraq,53.48,na
Iceland,23579.8,210
Israel,,28
Italy,18738.76,14
Jamaica,2212.26,na
Jordan,1375.55,na
Japan,36345.24,49
Kazakhstan,1429.08,83
Kenya,226.52,na
Kyrgyz Republic,449.07,na
Cambodia,247.35,na
Kiribati,593.24,na
St. Kitts and Nevis,6363.68,na
South Korea,8884.92,na
Kuwait,14477.95,311
Lao PDR,283.39,na
Lebanon,2079.65,na
Liberia,,na
Libya,6745.93,na
St. Lucia,4608.6,na
Latin America & Caribbean,3446.98,na
Sri Lanka,579.99,na
Lesotho,443.17,na
Late-demographic dividend,1223.14,na
Lithuania,,199
Latvia,,91
"Macao SAR, China",14881.61,na
St. Martin (French part),,na
Morocco,1217.43,151
Moldova,,na
Madagascar,312.08,na
Maldives,1311.47,na
Middle East & North Africa,2323.27,na
Mexico,6118.53,188
Marshall Islands,2032.14,na
Middle income,1006.45,na
North Macedonia,1343.32,111
Mali,296.46,na
Malta,7296.31,na
Myanmar,75.69,na
Middle East & North Africa (excluding high income),1272.02,na
Montenegro,,na
Mongolia,338.46,133
Northern Mariana Islands,,na
Mozambique,202.95,na
Mauritania,825.79,na
Mauritius,2973.79,na
Malawi,293.78,na
Malaysia,3511.53,na
North America,25772.06,na
Namibia,2153.34,na
New Caledonia,15297.05,na
Niger,332.06,na
Nigeria,551.89,na
Nicaragua,388.02,na
Netherlands,23122.41,133
Norway,27963.7,161
Nepal,172.1,na
Nauru,,na
New Zealand,13094.35,151
OECD members,19187.84,na
Oman,6029.88,na
Other small states,3086.2,na
Pakistan,412.68,na
Panama,3368.2,na
Peru,1481.34,na
Philippines,938.76,111
Palau,,na
Papua New Guinea,1159.14,na
Poland,2497.13,66
Pre-demographic dividend,392.21,na
Puerto Rico,10212.28,na
"Korea, Dem. People's Rep.",,na
Portugal,9534.66,151
Paraguay,1652.8,na
West Bank and Gaza,,na
Pacific island small states,1574.57,na
Post-demographic dividend,21367.61,na
French Polynesia,15844.38,na
Qatar,14724.26,na
Romania,1158.06,10
Russia,2930.67,4
Rwanda,249.41,na
Saudi Arabia,7450.66,na
Sudan,326.73,na
Senegal,898.91,na
Singapore,18290.13,73
Solomon Islands,849.36,na
Sierra Leone,178.97,na
El Salvador,1186.34,na
San Marino,,na
Somalia,,na
Serbia,,na
Sub-Saharan Africa (excluding high income),652.23,na
South Sudan,,na
Sub-Saharan Africa,653.06,na
Small states,2982.15,na
Sao Tome and Principe,,na
Suriname,1015.13,na
Slovak Republic,3102.3,na
Slovenia,,143
Sweden,24425.28,83
Eswatini,1423.45,na
Sint Maarten (Dutch part),,na
Seychelles,6978.68,na
Syrian Arab Republic,2722.91,na
Turks and Caicos Islands,,na
Chad,226.92,na
Togo,302.45,na
Thailand,2230.84,133
Tajikistan,287.99,na
Turkmenistan,788.99,284
Timor-Leste,,na
Tonga,1391.97,na
Trinidad and Tobago,3608.64,225
Tunisia,1627.28,na
Turkiye,3148.84,na
Tuvalu,1011.98,na
Tanzania,153.85,na
Uganda,165.47,na
Ukraine,1258.13,52
Upper middle income,1488.79,na
Uruguay,4729.93,na
United States of America,26387.29,4
Uzbekistan,596.98,na
St. Vincent and the Grenadines,2519.85,na
"Venezuela, RB",2835.69,na
British Virgin Islands,,na
Virgin Islands (U.S.),,na
Viet Nam,185.19,na
Vanuatu,1233.43,na
Samoa,776.85,na
Kosovo,,na
"Yemen, Rep.",1450.28,na
South Africa,3461.33,225
Zambia,395.79,na
Zimbabwe,608.05,na
