Country,GDP,rank
Sri Lanka,371.51,na
Lesotho,166.16,na
Late-demographic dividend,899.17,na
Lithuania,,na
Latvia,,na
"Macao SAR, China",4734.35,na
St. Martin (French part),,na
Morocco,666.72,65
Moldova,,na
Madagascar,369.26,na
Maldives,668.08,na
Middle East & North Africa,2998.53,na
Mexico,2607.66,na
Marshall Islands,1126.2,na
Middle income,790.33,na
North Macedonia,,na
Mali,170.04,na
Malta,3322.42,na
Myanmar,40.1,na
Middle East & North Africa (excluding high income),2025.69,na
Montenegro,,na
Mongolia,1138.96,40
Northern Mariana Islands,,na
Mozambique,,na
Mauritania,578.22,na
Mauritius,1054.48,na
Malawi,215.92,na
Malaysia,2065.09,na
North America,17838.49,na
Namibia,1470.98,na
New Caledonia,5534.61,na
Niger,200.43,na
Nigeria,882.28,na
Nicaragua,,na
Netherlands,9926.13,83
Norway,15753.55,102
Nepal,149.36,na
Nauru,,na
New Zealand,7600.57,na
OECD members,9535.33,na
Oman,7393.58,na
Other small states,2050.82,na
Pakistan,320.68,na
Panama,2977.39,na
Peru,761.87,na
Philippines,637.84,na
Palau,,na
Papua New Guinea,702.91,na
Poland,,44
Pre-demographic dividend,601.13,na
Puerto Rico,6008.05,na
"Korea, Dem. People's Rep.",,na
Portugal,2705.19,na
Paraguay,928.43,na
West Bank and Gaza,,na
Pacific island small states,1152.65,na
Post-demographic dividend,10514.89,na
French Polynesia,7720.95,na
Qatar,16818.35,na
Romania,,1
Russia,,5
Rwanda,273.77,na
Saudi Arabia,8060.2,na
Sudan,333.36,na
Senegal,585.66,na
Singapore,7001.77,na
Solomon Islands,597.22,na
Sierra Leone,228.54,na
El Salvador,779.28,na
San Marino,,na
Somalia,132.18,na
Serbia,,na
Sub-Saharan Africa (excluding high income),563.62,na
South Sudan,,na
Sub-Saharan Africa,563.93,na
Small states,2169.75,na
Sao Tome and Principe,,na
Suriname,2254.82,na
Slovak Republic,,na
Slovenia,,na
Sweden,13666.86,60
Eswatini,512.64,na
Sint Maarten (Dutch part),,na
Seychelles,2754.15,na
Syrian Arab Republic,2011.57,na
Turks and Caicos Islands,,na
Chad,207.96,na
Togo,228.49,na
Thailand,768.87,na
Tajikistan,,na
Turkmenistan,,na
Timor-Leste,,na
Tonga,618.81,na
Trinidad and Tobago,6147.7,na
Tunisia,1124.95,75
Turkiye,1367.2,na
Tuvalu,,na
Tanzania,,na
Uganda,234.04,na
Ukraine,,na
Upper middle income,998.14,na
Uruguay,1564.71,na
United States of America,18236.83,7
Uzbekistan,,na
St. Vincent and the Grenadines,1313.2,na
"Venezuela, RB",3560.76,na
British Virgin Islands,,na
Virgin Islands (U.S.),,na
Viet Nam,235.65,na
Vanuatu,990.52,na
Samoa,573.95,na
Kosovo,,na
"Yemen, Rep.",,na
South Africa,1909.74,na
Zambia,336.83,na
Zimbabwe,648.67,na
