Country,GDP,rank
Mexico,9152.74,78
Marshall Islands,4153.12,na
Middle income,4698.96,na
North Macedonia,5149.59,281
Mali,750.05,na
Malta,25623.94,na
Myanmar,1218.22,469
Middle East & North Africa (excluding high income),3832.82,na
Montenegro,7033.44,94
Mongolia,3690.76,78
Northern Mariana Islands,24054.92,na
Mozambique,435.76,na
Mauritania,1579.2,na
Mauritius,9965.73,na
Malawi,454.44,na
Malaysia,9555.67,146
North America,56312.43,na
Namibia,4614.89,na
New Caledonia,32286.91,na
Niger,497.04,na
Nigeria,2144.78,443
Nicaragua,2079.45,253
Netherlands,46039.11,146
Norway,70867.36,281
Nepal,880.22,na
Nauru,8528.63,na
New Zealand,40058.2,137
OECD members,36115.19,na
Oman,17082.21,na
Other small states,12088.91,na
Pakistan,1468.82,379
Panama,14382.23,na
Peru,6163.86,45
Philippines,3038.15,35
Palau,16743.38,na
Papua New Guinea,2332.68,na
Poland,12378.81,114
Pre-demographic dividend,1388.68,na
Puerto Rico,30627.16,146
"Korea, Dem. People's Rep.",,na
Portugal,19991.97,184
Paraguay,5759.04,184
West Bank and Gaza,3527.61,na
Pacific island small states,3866.86,na
Post-demographic dividend,41363.39,na
French Polynesia,18726.64,na
Qatar,58467.24,na
Romania,9404.38,114
Russia,8704.89,19
Rwanda,728.87,na
Saudi Arabia,19930.41,169
Sudan,2614.29,na
Senegal,1290.75,na
Singapore,56895.66,8
Solomon Islands,2196.28,na
Sierra Leone,515.45,na
El Salvador,3870.31,146
San Marino,43398.43,na
Somalia,517.1,na
Serbia,5765.2,114
Sub-Saharan Africa (excluding high income),1525.69,na
South Sudan,,na
Sub-Saharan Africa,1526.96,na
Small states,11169.74,na
Sao Tome and Principe,1428.26,na
Suriname,5705.4,na
Slovak Republic,16563.44,na
Slovenia,21678.36,281
Sweden,51965.16,45
Eswatini,3339.99,na
Sint Maarten (Dutch part),35703.1,na
Seychelles,15409.8,na
Syrian Arab Republic,664.34,na
Turks and Caicos Islands,26995.03,na
Chad,691.98,na
Togo,792.44,na
Thailand,5854.46,12
Tajikistan,801.39,281
Turkmenistan,6163.25,281
Timor-Leste,1349.55,na
Tonga,3978.44,na
Trinidad and Tobago,16139.11,443
Tunisia,3796.11,312
Turkiye,10970.05,na
Tuvalu,3836.07,na
Tanzania,942.89,515
Uganda,753.68,429
Ukraine,2187.73,114
Upper middle income,7607.6,na
Uruguay,16837.94,224
United States of America,57866.74,1
Uzbekistan,2704.68,184
St. Vincent and the Grenadines,7684.79,na
"Venezuela, RB",,na
British Virgin Islands,,na
Virgin Islands (U.S.),35324.97,na
Viet Nam,2760.72,na
Vanuatu,2757.2,na
Samoa,4105.81,na
Kosovo,3759.47,253
"Yemen, Rep.",1069.82,na
South Africa,5735.07,146
Zambia,1249.92,na
Zimbabwe,1421.79,na
