Country,GDP,rank
Mozambique,,na
Mauritania,726.42,na
Mauritius,1815.35,na
Malawi,207.54,na
Malaysia,2007.17,na
North America,19679.22,na
Namibia,1973.58,na
New Caledonia,9271.61,na
Niger,292.41,na
Nigeria,598.29,na
Nicaragua,,196
Netherlands,16709.56,59
Norway,22505.86,131
Nepal,161.37,na
Nauru,,na
New Zealand,12330.92,na
OECD members,13176.51,na
Oman,5094.19,na
Other small states,2346.9,na
Pakistan,319.92,na
Panama,2972.13,191
Peru,1767.35,159
Philippines,658.21,na
Palau,,na
Papua New Guinea,873.21,na
Poland,,85
Pre-demographic dividend,603.67,na
Puerto Rico,6980.49,na
"Korea, Dem. People's Rep.",,na
Portugal,4803.87,na
Paraguay,1062.05,na
West Bank and Gaza,,na
Pacific island small states,1175.17,na
Post-demographic dividend,14742.49,na
French Polynesia,13603.74,na
Qatar,13705.47,na
Romania,1658.76,1
Russia,,1
Rwanda,320.29,na
Saudi Arabia,6082.13,na
Sudan,481.34,na
Senegal,938.86,na
Singapore,7539.03,na
Solomon Islands,524.37,na
Sierra Leone,167.21,na
El Salvador,781.11,na
San Marino,,na
Somalia,141.07,na
Serbia,,na
Sub-Saharan Africa (excluding high income),623.28,na
South Sudan,,na
Sub-Saharan Africa,623.75,na
Small states,2336.63,na
Sao Tome and Principe,,na
Suriname,2469.34,na
Slovak Republic,,na
Slovenia,,na
Sweden,21792.56,45
Eswatini,769.94,na
Sint Maarten (Dutch part),,na
Seychelles,3871.78,na
Syrian Arab Republic,2884.3,na
Turks and Caicos Islands,,na
Chad,219.48,na
Togo,352.36,na
Thailand,962.96,na
Tajikistan,,na
Turkmenistan,728.76,na
Timor-Leste,,na
Tonga,838.54,na
Trinidad and Tobago,3896.06,na
Tunisia,1231.44,na
Turkiye,1701.26,na
Tuvalu,,na
Tanzania,,na
Uganda,392.48,na
Ukraine,1265.37,na
Upper middle income,1046.93,na
Uruguay,2408.63,170
United States of America,20038.94,1
Uzbekistan,,na
St. Vincent and the Grenadines,1570.91,na
"Venezuela, RB",2620.43,na
British Virgin Islands,,na
Virgin Islands (U.S.),,na
Viet Nam,585.3,na
Vanuatu,996.49,na
Samoa,669.86,na
Kosovo,,na
"Yemen, Rep.",,na
South Africa,2672.69,na
Zambia,319.28,na
Zimbabwe,726.62,na
