Country,GDP,rank
Papua New Guinea,2653.09,na
Poland,13010.76,64
Pre-demographic dividend,1715.3,na
Puerto Rico,27944.73,204
"Korea, Dem. People's Rep.",,na
Portugal,20563.71,33
Paraguay,5617.1,316
West Bank and Gaza,3067.44,na
Pacific island small states,3484.17,na
Post-demographic dividend,42291.08,na
French Polynesia,19864.54,na
Qatar,98041.36,na
Romania,8930.73,17
Russia,15420.86,11
Rwanda,706.2,na
Saudi Arabia,24069.2,85
Sudan,1797.4,na
Senegal,1334.73,na
Singapore,55547.56,1
Solomon Islands,2087.52,na
Sierra Leone,558.18,na
El Salvador,3471.05,316
San Marino,48433.57,na
Somalia,,na
Serbia,6015.95,4
Sub-Saharan Africa (excluding high income),1847.05,na
South Sudan,1114.92,na
Sub-Saharan Africa,1848.05,na
Small states,13391.83,na
Sao Tome and Principe,1207.7,na
Suriname,8922.96,na
Slovak Republic,17498.35,na
Slovenia,22641.81,151
Sweden,58037.82,204
Eswatini,4396.58,na
Sint Maarten (Dutch part),28460.33,na
Seychelles,12342.51,na
Syrian Arab Republic,1910.6,na
Turks and Caicos Islands,22666.41,na
Chad,969.62,na
Togo,781.55,na
Thailand,5748.63,17
Tajikistan,959.36,151
Turkmenistan,6441.89,112
Timor-Leste,1020.11,na
Tonga,4378.57,na
Trinidad and Tobago,19110.05,373
Tunisia,4233.92,112
Turkiye,11713.28,na
Tuvalu,3624.98,na
Tanzania,854.54,na
Uganda,796.71,514
Ukraine,4004.79,72
Upper middle income,7617.7,na
Uruguay,16087.25,302
United States of America,51784.42,3
Uzbekistan,2267.62,na
St. Vincent and the Grenadines,6754.37,na
"Venezuela, RB",12937.93,na
British Virgin Islands,,na
Virgin Islands (U.S.),37795.32,na
Viet Nam,2190.23,na
Vanuatu,2906.34,na
Samoa,3902.31,na
Kosovo,3410.69,442
"Yemen, Rep.",1349.99,na
South Africa,8173.87,163
Zambia,1729.65,na
Zimbabwe,1290.19,na
