Country,GDP,rank
Indonesia,1052.41,138
IDA only,515.85,na
Isle of Man,29877.96,na
India,543.84,59
Not classified,,na
Ireland,41203.53,231
"Iran, Islamic Rep.",2259.52,na
Iraq,809.85,na
Iceland,39476.7,197
Israel,19627.18,38
Italy,27526.32,179
Jamaica,3557.2,na
Jordan,1889.44,na
Japan,35387.04,29
Kazakhstan,2068.12,29
Kenya,441.39,na
Kyrgyz Republic,380.51,na
Cambodia,364.28,na
Kiribati,956.83,na
St. Kitts and Nevis,10119.74,na
South Korea,14672.81,na
Kuwait,22781.08,363
Lao PDR,355.65,na
Lebanon,4458.11,na
Liberia,242.45,na
Libya,4738.83,na
St. Lucia,6055.97,na
Latin America & Caribbean,3852.89,na
Sri Lanka,978.17,402
Lesotho,580.94,na
Late-demographic dividend,2039.12,na
Lithuania,5499.43,179
Latvia,5145.2,138
"Macao SAR, China",17828.95,na
St. Martin (French part),,na
Morocco,1936.09,231
Moldova,682.32,na
Madagascar,359.53,na
Maldives,3539.8,na
Middle East & North Africa,3405.86,na
Mexico,7473.93,107
Marshall Islands,2411.29,na
Middle income,1407.97,na
North Macedonia,2440.48,179
Mali,381.95,na
Malta,13669.5,na
Myanmar,223.06,na
Middle East & North Africa (excluding high income),1925.03,na
Montenegro,2789.16,na
Mongolia,633.95,56
Northern Mariana Islands,16603.46,na
Mozambique,343.13,na
Mauritania,711.38,na
Mauritius,4793.72,na
Malawi,386.32,na
Malaysia,4454.53,269
North America,38395.22,na
Namibia,2571.98,na
New Caledonia,21817.32,na
Niger,263.09,na
Nigeria,786.8,na
Nicaragua,999.89,na
Netherlands,35750.97,269
Norway,50250.33,59
Nepal,246.49,na
Nauru,,na
New Zealand,21913.71,231
OECD members,26058.89,na
Oman,8896.9,na
Other small states,5409.01,na
Pakistan,673.38,na
Panama,4304.11,na
Peru,2126.14,138
Philippines,1049.39,386
Palau,7744.63,na
Papua New Guinea,580.6,na
Poland,5701.64,29
Pre-demographic dividend,549.96,na
Puerto Rico,19557.12,107
"Korea, Dem. People's Rep.",,na
Portugal,15797.78,247
Paraguay,1436.76,446
West Bank and Gaza,1257.7,na
Pacific island small states,2000.44,na
Post-demographic dividend,29509.98,na
French Polynesia,18724.49,na
Qatar,31440.22,na
Romania,2679.41,6
Russia,2975.12,6
Rwanda,249.57,na
Saudi Arabia,9321.8,na
Sudan,607.01,na
Senegal,840.36,na
Singapore,23730.38,107
Solomon Islands,905.58,na
Sierra Leone,255.97,na
El Salvador,2197.48,na
San Marino,51198.43,na
Somalia,,na
Serbia,3005.43,59
Sub-Saharan Africa (excluding high income),767.01,na
South Sudan,,na
Sub-Saharan Africa,767.96,na
Small states,5292.18,na
Sao Tome and Principe,663.92,na
Suriname,2529.26,na
Slovak Republic,8731.94,na
Slovenia,14849.04,247
Sweden,37321.8,107
Eswatini,2075.56,na
Sint Maarten (Dutch part),,na
Seychelles,9070.28,na
Syrian Arab Republic,5433.64,na
Turks and Caicos Islands,18848.78,na
Chad,298.25,na
Togo,390.3,na
Thailand,2350.85,23
Tajikistan,233.09,na
Turkmenistan,1256.03,138
Timor-Leste,529.22,na
Tonga,1937.04,na
Trinidad and Tobago,8352.46,247
Tunisia,2693.2,na
Turkiye,4704.77,na
Tuvalu,2012.45,na
Tanzania,419.56,na
Uganda,250.69,na
Ukraine,1087.79,26
Upper middle income,2088.39,na
Uruguay,3638.94,292
United States of America,39490.27,12
Uzbekistan,396.38,83
St. Vincent and the Grenadines,4500.93,na
"Venezuela, RB",3243.37,na
British Virgin Islands,,na
Virgin Islands (U.S.),31731.26,na
Viet Nam,485.45,na
Vanuatu,1517.29,na
Samoa,1778.84,na
Kosovo,,na
"Yemen, Rep.",583.37,na
South Africa,4095.68,138
Zambia,452.29,na
Zimbabwe,474.3,na
