Country,GDP,rank
Guatemala,4454.02,497
Guam,35663.03,na
Guyana,6220.98,na
High income,42077.84,na
"Hong Kong SAR, China",46160.43,na
Honduras,2403.31,528
Heavily indebted poor countries (HIPC),1055.4,na
Croatia,13592.25,103
Haiti,1389.36,na
Hungary,14621.24,36
IBRD only,6043.46,na
IDA & IBRD total,4847.68,na
IDA total,1395.05,na
IDA blend,1753.27,na
Indonesia,3839.79,82
IDA only,1216.34,na
Isle of Man,83510.3,na
India,1957.97,139
Not classified,,na
Ireland,70150.74,188
"Iran, Islamic Rep.",5758.59,na
Iraq,4725.19,528
Iceland,72010.15,342
Israel,41114.78,64
Italy,32406.72,14
Jamaica,5273.15,na
Jordan,4073.12,na
Japan,38834.05,1
Kazakhstan,9247.58,30
Kenya,1675.99,547
Kyrgyz Republic,1242.77,na
Cambodia,1400.9,497
Kiribati,1566.45,na
St. Kitts and Nevis,22148.51,na
South Korea,31600.74,na
Kuwait,29258.27,na
Lao PDR,2439.46,na
Lebanon,8679.9,na
Liberia,706.89,na
Libya,10529.12,na
St. Lucia,11270.47,na
Latin America & Caribbean,9255.81,na
Sri Lanka,4388.2,188
Lesotho,1062.46,na
Late-demographic dividend,9022.3,na
Lithuania,16885.41,188
Latvia,15695.12,188
"Macao SAR, China",78896.27,na
St. Martin (French part),,na
Morocco,3288.5,188
Moldova,3454.95,na
Madagascar,503.5,na
Maldives,10194.75,na
Middle East & North Africa,7337.21,na
Mexico,9693.33,115
Marshall Islands,4507.62,na
Middle income,5107.25,na
North Macedonia,5450.5,265
Mali,795.68,na
Malta,28813.19,na
Myanmar,1263.29,471
Middle East & North Africa (excluding high income),3771.4,na
Montenegro,7803.36,265
Mongolia,3708.25,115
Northern Mariana Islands,30751.64,na
Mozambique,464.29,na
Mauritania,1634.64,na
Mauritius,10841.68,na
Malawi,500.17,na
Malaysia,9979.7,82
North America,58423.89,na
Namibia,5453.57,na
New Caledonia,33876.33,na
Niger,514.54,na
Nigeria,1941.88,342
Nicaragua,2127.28,265
Netherlands,48675.22,36
Norway,76131.84,139
Nepal,1027.97,582
Nauru,9361.04,na
New Zealand,42910.97,139
OECD members,37476.55,na
Oman,17802.58,na
Other small states,12902.17,na
Pakistan,1567.64,139
Panama,15185.97,292
Peru,6676.31,72
Philippines,3077.43,49
Palau,16011.66,na
Papua New Guinea,2495.14,na
Poland,13815.5,14
Pre-demographic dividend,1438.13,na
Puerto Rico,31108.75,342
"Korea, Dem. People's Rep.",,na
Portugal,21490.43,139
Paraguay,6136.06,342
West Bank and Gaza,3620.36,na
Pacific island small states,4128.66,na
Post-demographic dividend,42968.29,na
French Polynesia,19743.96,na
Qatar,59407.7,na
Romania,10727.97,49
Russia,10720.33,14
Rwanda,756.55,na
Saudi Arabia,20910.48,49
Sudan,3188.77,na
Senegal,1385.2,na
Singapore,61164.9,7
Solomon Islands,2283.58,na
Sierra Leone,484.46,na
El Salvador,3986.05,188
San Marino,44885.52,na
Somalia,555.19,na
Serbia,6292.55,72
Sub-Saharan Africa (excluding high income),1609.81,na
South Sudan,,na
Sub-Saharan Africa,1611.1,na
Small states,11864.82,na
Sao Tome and Principe,1547.82,na
Suriname,6112.88,na
Slovak Republic,17585.2,na
Slovenia,23514.03,188
Sweden,53791.51,115
Eswatini,3824.05,na
Sint Maarten (Dutch part),33351.71,na
Seychelles,15961.24,na
Syrian Arab Republic,862.32,na
Turks and Caicos Islands,25659.2,na
Chad,662.9,na
Togo,813.4,na
Thailand,6436.79,14
Tajikistan,844.37,139
Turkmenistan,6354.53,188
Timor-Leste,1285.52,na
Tonga,4367.26,na
Trinidad and Tobago,16258.75,292
Tunisia,3569.72,265
Turkiye,10695.55,na
Tuvalu,4181.44,na
Tanzania,975.9,559
Uganda,766.18,457
Ukraine,2638.33,7
Upper middle income,8352.33,na
Uruguay,18995.4,471
United States of America,59907.75,6
Uzbekistan,1916.76,82
St. Vincent and the Grenadines,7996.64,na
"Venezuela, RB",,na
British Virgin Islands,,na
Virgin Islands (U.S.),35365.07,na
Viet Nam,2992.07,na
Vanuatu,3032.2,na
Samoa,4261.64,na
Kosovo,4009.35,139
"Yemen, Rep.",893.72,na
South Africa,6734.48,188
Zambia,1495.75,na
Zimbabwe,1192.11,na
